track_id,race_date,race_number,distance_id,course_type,track_condition,run_up_distance,race_type,purse,post_time
AQU,1/1/2019,1,650,D,MY ,36,AOC,80000,1220
AQU,1/1/2019,2,600,D,MY ,48,MCL,41000,1250
AQU,1/1/2019,3,550,D,MY ,54,MCL,35000,121
AQU,1/1/2019,4,900,D,MY ,101,AOC,80000,150
AQU,1/1/2019,5,700,D,MY ,60,ALW,64000,220
AQU,1/1/2019,6,600,D,MY ,48,MCL,46000,251
AQU,1/1/2019,7,650,D,GD ,36,AOC,67000,323
AQU,1/1/2019,8,800,D,GD ,54,STK,150000,350
AQU,1/1/2019,9,600,D,GD ,48,CLM,25000,420
AQU,1/4/2019,1,800,D,FT ,54,MSW,68000,1250
AQU,1/4/2019,2,700,D,FT ,45,MSW,68000,122
AQU,1/4/2019,3,600,D,FT ,48,CLM,28000,157
AQU,1/4/2019,4,700,D,FT ,45,MCL,46000,227
AQU,1/4/2019,5,900,D,FT ,72,CLM,46000,300
AQU,1/4/2019,6,800,D,FT ,54,CLM,32000,331
AQU,1/4/2019,7,900,D,FT ,98,AOC,67000,359
AQU,1/4/2019,8,600,D,FT ,48,MCL,30000,428
AQU,1/5/2019,1,800,D,SY ,54,MCL,33000,1226
AQU,1/5/2019,2,800,D,SY ,54,STR,55000,1256
AQU,1/5/2019,3,800,D,SY ,54,MSW,60000,126
AQU,1/5/2019,4,650,D,SY ,32,MSW,60000,158
AQU,1/5/2019,5,650,D,SY ,32,AOC,75000,226
AQU,1/5/2019,6,550,D,SY ,52,MSW,60000,258
AQU,1/5/2019,7,600,D,SY ,48,ALW,70000,327
AQU,1/5/2019,8,700,D,SY ,45,STK,100000,358
AQU,1/5/2019,9,900,D,SY ,96,CLM,28000,428
AQU,1/6/2019,1,800,D,MY ,54,CLM,43000,1250
AQU,1/6/2019,2,550,D,MY ,52,CLM,36000,122
AQU,1/6/2019,3,650,D,MY ,32,MCL,41000,155
AQU,1/6/2019,4,800,D,MY ,54,SOC,60000,226
AQU,1/6/2019,5,800,D,MY ,54,MCL,35000,257
AQU,1/6/2019,6,650,D,MY ,32,CLM,36000,327
AQU,1/6/2019,7,600,D,MY ,45,AOC,64000,358
AQU,1/6/2019,8,700,D,MY ,45,AOC,67000,428
AQU,1/10/2019,1,800,D,FT ,54,STR,55000,1250
AQU,1/10/2019,2,900,D,FT ,101,MSW,60000,122
AQU,1/10/2019,3,800,D,FT ,54,MCL,30000,200
AQU,1/10/2019,4,600,D,FT ,48,MSW,68000,229
AQU,1/10/2019,5,600,D,FT ,48,CLM,42000,257
AQU,1/11/2019,1,800,D,FT ,54,MSW,68000,1250
AQU,1/11/2019,2,800,D,FT ,54,CLM,36000,122
AQU,1/11/2019,3,600,D,FT ,52,MSW,60000,155
AQU,1/11/2019,4,800,D,FT ,54,AOC,70000,227
AQU,1/11/2019,5,600,D,FT ,52,MSW,60000,258
AQU,1/11/2019,6,550,D,FT ,60,CLM,46000,327
AQU,1/11/2019,7,700,D,FT ,44,ALW,64000,359
AQU,1/11/2019,8,650,D,FT ,33,MCL,33000,429
AQU,1/12/2019,1,650,D,FT ,32,MCL,35000,1228
AQU,1/12/2019,2,550,D,FT ,54,CLM,32000,100
AQU,1/12/2019,3,650,D,FT ,32,STR,55000,130
AQU,1/12/2019,4,650,D,FT ,32,MCL,35000,202
AQU,1/12/2019,5,600,D,FT ,45,CLM,28000,231
AQU,1/12/2019,6,600,D,FT ,45,CLM,32000,300
AQU,1/12/2019,7,800,D,FT ,54,ALW,70000,331
AQU,1/12/2019,8,700,D,FT ,45,STK,100000,402
AQU,1/12/2019,9,800,D,FT ,54,MCL,33000,432
AQU,1/13/2019,1,550,D,FT ,63,MSW,68000,1251
AQU,1/13/2019,2,900,D,FT ,84,AOC,75000,122
AQU,1/13/2019,3,650,D,FT ,45,CLM,42000,157
AQU,1/13/2019,4,550,D,FT ,63,MCL,35000,226
AQU,1/13/2019,5,600,D,FT ,48,CLM,28000,259
AQU,1/13/2019,6,800,D,FT ,54,MSW,68000,330
AQU,1/13/2019,7,650,D,FT ,45,STK,100000,400
AQU,1/13/2019,8,600,D,FT ,48,CLM,28000,430
AQU,1/18/2019,1,600,D,FT ,48,STR,55000,1251
AQU,1/18/2019,2,600,D,FT ,48,SOC,60000,123
AQU,1/18/2019,3,600,D,FT ,48,MCL,33000,156
AQU,1/18/2019,4,800,D,FT ,54,CLM,57000,227
AQU,1/18/2019,5,800,D,FT ,54,MCL,35000,257
AQU,1/18/2019,6,800,D,FT ,54,CLM,42000,327
AQU,1/18/2019,7,650,D,FT ,34,AOC,70000,358
AQU,1/18/2019,8,600,D,FT ,48,CLM,37000,428
AQU,1/19/2019,1,600,D,FT ,36,MSW,68000,1229
AQU,1/19/2019,2,900,D,FT ,99,CLM,28000,101
AQU,1/19/2019,3,700,D,FT ,40,CLM,50000,132
AQU,1/19/2019,4,800,D,FT ,54,MCL,41000,201
AQU,1/19/2019,5,700,D,FT ,40,STK,100000,229
AQU,1/19/2019,6,800,D,FT ,54,CLM,28000,301
AQU,1/19/2019,7,600,D,FT ,36,CLM,46000,330
AQU,1/19/2019,8,900,D,FT ,99,AOC,64000,400
AQU,1/19/2019,9,800,D,FT ,54,CLM,25000,430
AQU,1/20/2019,1,900,D,SY ,101,MCL,35000,1250
AQU,1/20/2019,2,800,D,SY ,54,AOC,64000,119
AQU,1/20/2019,3,550,D,SY ,52,MCL,35000,147
AQU,1/20/2019,4,600,D,SY ,48,CLM,43000,217
AQU,1/20/2019,5,700,D,SY ,45,MSW,60000,245
AQU,1/20/2019,6,600,D,SY ,48,CLM,48000,311
AQU,1/20/2019,7,900,D,SY ,101,STK,100000,339
AQU,1/20/2019,8,550,D,SY ,52,MCL,35000,407
AQU,1/25/2019,1,600,D,MY ,45,MCL,41000,1225
AQU,1/25/2019,2,600,D,MY ,45,AOC,67000,1256
AQU,1/25/2019,3,600,D,MY ,45,MSW,60000,127
AQU,1/25/2019,4,600,D,MY ,45,MCL,30000,158
AQU,1/25/2019,5,800,D,GD ,52,CLM,20000,227
AQU,1/25/2019,6,800,D,GD ,52,MCL,35000,258
AQU,1/25/2019,7,800,D,GD ,52,AOC,67000,328
AQU,1/25/2019,8,700,D,GD ,44,STK,100000,401
AQU,1/25/2019,9,550,D,GD ,51,CLM,28000,429
AQU,1/26/2019,1,800,D,FT ,54,AOC,67000,1225
AQU,1/26/2019,2,650,D,FT ,30,MCL,35000,1255
AQU,1/26/2019,3,800,D,FT ,54,AOC,64000,128
AQU,1/26/2019,4,600,D,FT ,48,SOC,60000,156
AQU,1/26/2019,5,550,D,FT ,52,MSW,60000,227
AQU,1/26/2019,6,650,D,FT ,30,ALW,70000,253
AQU,1/26/2019,7,800,D,FT ,54,CLM,28000,323
AQU,1/26/2019,8,900,D,FT ,92,STK,100000,351
AQU,1/26/2019,9,800,D,FT ,54,CLM,40000,420
AQU,1/26/2019,10,800,D,FT ,54,MCL,33000,449
AQU,1/27/2019,1,600,D,FT ,45,MSW,68000,1227
AQU,1/27/2019,2,800,D,FT ,54,CLM,43000,1259
AQU,1/27/2019,3,600,D,FT ,45,MCL,35000,133
AQU,1/27/2019,4,950,D,FT ,52,SHP,50000,203
AQU,1/27/2019,5,600,D,FT ,45,AOC,67000,232
AQU,1/27/2019,6,600,D,FT ,45,CLM,36000,304
AQU,1/27/2019,7,600,D,FT ,45,AOC,75000,334
AQU,1/27/2019,8,700,D,FT ,44,STK,100000,405
AQU,1/27/2019,9,800,D,FT ,54,MSW,60000,436
AQU,2/1/2019,1,600,D,FT ,48,CLM,57000,1250
AQU,2/1/2019,2,700,D,FT ,45,MSW,68000,123
AQU,2/1/2019,3,600,D,FT ,48,MCL,41000,154
AQU,2/1/2019,4,600,D,FT ,40,AOC,75000,223
AQU,2/1/2019,5,900,D,FT ,102,MCL,30000,252
AQU,2/1/2019,6,550,D,FT ,54,CLM,25000,319
AQU,2/1/2019,7,800,D,FT ,54,SOC,60000,347
AQU,2/1/2019,8,550,D,FT ,52,MCL,33000,419
AQU,2/2/2019,1,800,D,FT ,54,SHP,45000,1220
AQU,2/2/2019,2,900,D,FT ,105,MSW,68000,1251
AQU,2/2/2019,3,650,D,FT ,34,CLM,32000,121
AQU,2/2/2019,4,800,D,FT ,54,MSW,68000,151
AQU,2/2/2019,5,550,D,FT ,55,MCL,46000,232
AQU,2/2/2019,6,800,D,FT ,54,AOC,75000,300
AQU,2/2/2019,7,600,D,FT ,42,CLM,20000,330
AQU,2/2/2019,8,800,D,FT ,54,AOC,64000,400
AQU,2/2/2019,9,900,D,FT ,98,STK,250000,431
AQU,2/2/2019,10,650,D,FT ,34,CLM,28000,503
AQU,2/3/2019,1,800,D,FT ,54,ALW,70000,1250
AQU,2/3/2019,2,600,D,FT ,40,MSW,68000,120
AQU,2/3/2019,3,600,D,FT ,34,CLM,46000,150
AQU,2/3/2019,4,650,D,FT ,36,MSW,60000,223
AQU,2/3/2019,5,600,D,FT ,34,AOC,64000,252
AQU,2/3/2019,6,650,D,FT ,36,MSW,60000,326
AQU,2/3/2019,7,700,D,FT ,46,CLM,36000,358
AQU,2/3/2019,8,900,D,FT ,98,STK,100000,429
AQU,2/3/2019,9,600,D,FT ,40,STR,55000,458
AQU,2/7/2019,1,700,D,MY ,44,CLM,28000,1251
AQU,2/7/2019,2,600,D,MY ,45,MCL,30000,125
AQU,2/7/2019,3,700,D,MY ,44,MSW,60000,153
AQU,2/7/2019,4,600,D,MY ,45,CLM,28000,226
AQU,2/7/2019,5,800,D,MY ,52,AOC,64000,258
AQU,2/7/2019,6,650,D,MY ,48,WCL,37000,330
AQU,2/7/2019,7,800,D,MY ,52,AOC,80000,359
AQU,2/7/2019,8,800,D,MY ,52,CLM,16000,433
AQU,2/8/2019,1,800,D,SY ,54,MCL,35000,1250
AQU,2/8/2019,2,700,D,SY ,44,CLM,44000,122
AQU,2/8/2019,3,600,D,SY ,48,CLM,46000,156
AQU,2/8/2019,4,600,D,SY ,48,MCL,46000,226
AQU,2/8/2019,5,800,D,SY ,54,MSW,60000,257
AQU,2/8/2019,6,650,D,SY ,45,STR,55000,329
AQU,2/8/2019,7,600,D,SY ,48,ALW,64000,400
AQU,2/8/2019,8,600,D,SY ,48,MCL,35000,433
AQU,2/9/2019,1,650,D,FT ,45,MSW,68000,1250
AQU,2/9/2019,2,700,D,FT ,44,CLM,20000,124
AQU,2/9/2019,3,900,D,FT ,84,CLM,25000,156
AQU,2/9/2019,4,650,D,FT ,45,MCL,33000,228
AQU,2/9/2019,5,600,D,FT ,50,ALW,70000,301
AQU,2/9/2019,6,600,D,FT ,50,MCL,35000,335
AQU,2/9/2019,7,700,D,FT ,44,SOC,60000,405
AQU,2/9/2019,8,700,D,FT ,44,STK,150000,433
AQU,2/9/2019,9,600,D,FT ,50,MCL,35000,504
AQU,2/10/2019,1,700,D,FT ,45,MCL,30000,1250
AQU,2/10/2019,2,900,D,FT ,92,CLM,28000,125
AQU,2/10/2019,3,800,D,FT ,54,MCL,35000,157
AQU,2/10/2019,4,550,D,FT ,51,ALW,64000,228
AQU,2/10/2019,5,800,D,FT ,54,MCL,46000,300
AQU,2/10/2019,6,600,D,FT ,54,CLM,43000,329
AQU,2/10/2019,7,700,D,FT ,45,CLM,55000,359
AQU,2/10/2019,8,800,D,FT ,54,STK,100000,446
AQU,2/15/2019,1,800,D,FT ,54,MSW,68000,1250
AQU,2/15/2019,2,800,D,FT ,54,MCL,33000,122
AQU,2/15/2019,3,800,D,FT ,54,CLM,50000,154
AQU,2/15/2019,4,550,D,FT ,44,MCL,35000,227
AQU,2/15/2019,5,600,D,FT ,45,CLM,28000,301
AQU,2/15/2019,6,600,D,FT ,45,MCL,46000,334
AQU,2/15/2019,7,800,D,FT ,54,AOC,75000,408
AQU,2/15/2019,8,600,D,FT ,45,CLM,28000,441
AQU,2/16/2019,1,700,D,FT ,44,MSW,60000,1251
AQU,2/16/2019,2,700,D,FT ,44,AOC,67000,122
AQU,2/16/2019,3,650,D,FT ,38,CLM,46000,154
AQU,2/16/2019,4,800,D,FT ,54,MSW,60000,227
AQU,2/16/2019,5,600,D,FT ,48,CLM,16000,300
AQU,2/16/2019,6,800,D,FT ,54,CLM,28000,334
AQU,2/16/2019,7,600,D,FT ,48,ALW,70000,408
AQU,2/16/2019,8,600,D,FT ,48,STK,100000,442
AQU,2/16/2019,9,800,D,FT ,54,MCL,35000,512
AQU,2/17/2019,1,650,D,FT ,40,MSW,68000,1251
AQU,2/17/2019,2,800,D,FT ,54,CLM,37000,125
AQU,2/17/2019,3,800,D,FT ,54,MCL,46000,157
AQU,2/17/2019,4,900,D,FT ,96,AOC,67000,230
AQU,2/17/2019,5,600,D,FT ,48,MSW,60000,304
AQU,2/17/2019,6,700,D,FT ,44,CLM,50000,337
AQU,2/17/2019,7,800,D,FT ,54,STK,100000,410
AQU,2/17/2019,8,600,D,FT ,48,MSW,60000,443
AQU,2/18/2019,1,700,D,FT ,44,MCL,35000,1251
AQU,2/18/2019,2,900,D,FT ,96,CLM,28000,121
AQU,2/18/2019,3,800,D,FT ,54,MCL,33000,153
AQU,2/18/2019,4,800,D,FT ,54,STR,55000,223
AQU,2/18/2019,5,800,D,FT ,54,MSW,68000,255
AQU,2/18/2019,6,800,D,FT ,54,AOC,64000,326
AQU,2/18/2019,7,600,D,FT ,54,AOC,64000,356
AQU,2/18/2019,8,600,D,FT ,54,STK,100000,430
AQU,2/18/2019,9,650,D,FT ,45,CLM,36000,503
AQU,2/21/2019,1,900,D,SY ,94,MCL,33000,1250
AQU,2/21/2019,2,800,D,SY ,54,MSW,68000,122
AQU,2/21/2019,3,800,D,SY ,54,CLM,36000,154
AQU,2/21/2019,4,650,D,SY ,38,MCL,46000,228
AQU,2/21/2019,5,650,D,SY ,38,MCL,41000,301
AQU,2/21/2019,6,800,D,SY ,54,CLM,43000,333
AQU,2/21/2019,7,700,D,SY ,45,SOC,60000,408
AQU,2/21/2019,8,800,D,SY ,54,ALW,70000,440
AQU,2/22/2019,1,700,D,MY ,44,MSW,60000,1250
AQU,2/22/2019,2,600,D,GD ,44,CLM,25000,122
AQU,2/22/2019,3,600,D,GD ,44,AOC,70000,154
AQU,2/22/2019,4,650,D,GD ,38,MCL,46000,227
AQU,2/22/2019,5,800,D,GD ,54,MCL,30000,300
AQU,2/22/2019,6,800,D,GD ,54,CLM,40000,333
AQU,2/22/2019,7,900,D,GD ,96,CLM,60000,409
AQU,2/22/2019,8,600,D,GD ,44,CLM,28000,440
AQU,2/23/2019,1,800,D,FT ,54,CLM,36000,1250
AQU,2/23/2019,2,600,D,FT ,45,MSW,60000,121
AQU,2/23/2019,3,700,D,FT ,44,AOC,67000,151
AQU,2/23/2019,4,600,D,FT ,45,MSW,60000,226
AQU,2/23/2019,5,600,D,FT ,45,ALW,64000,253
AQU,2/23/2019,6,650,D,FT ,36,MSW,68000,325
AQU,2/23/2019,7,700,D,FT ,44,AOC,75000,357
AQU,2/23/2019,8,600,D,FT ,45,STK,100000,426
AQU,2/23/2019,9,600,D,FT ,45,CLM,25000,457
AQU,2/24/2019,1,550,D,SY ,48,MSW,68000,1251
AQU,2/24/2019,2,700,D,SY ,52,CLM,37000,123
AQU,2/24/2019,3,600,D,SY ,50,CLM,36000,155
AQU,2/24/2019,4,800,D,SY ,54,CLM,48000,225
AQU,2/24/2019,5,550,D,SY ,48,CLM,28000,256
AQU,2/24/2019,6,700,D,SY ,52,AOC,75000,330
AQU,2/24/2019,7,900,D,SY ,92,AOC,64000,358
AQU,2/24/2019,8,600,D,SY ,50,MCL,33000,429
AQU,2/28/2019,1,650,D,FT ,36,MCL,30000,1250
AQU,2/28/2019,2,800,D,FT ,54,STR,55000,122
AQU,2/28/2019,3,800,D,FT ,54,MSW,60000,154
AQU,2/28/2019,4,800,D,FT ,54,SOC,60000,227
AQU,2/28/2019,5,800,D,FT ,54,MCL,46000,301
AQU,2/28/2019,6,800,D,FT ,54,CLM,16000,334
AQU,2/28/2019,7,650,D,FT ,36,STR,55000,408
AQU,2/28/2019,8,800,D,FT ,54,MCL,35000,441
AQU,3/1/2019,1,600,D,FT ,45,CLM,55000,1250
AQU,3/1/2019,2,800,D,FT ,54,STR,48000,126
AQU,3/1/2019,3,600,D,FT ,45,MCL,35000,200
AQU,3/1/2019,4,800,D,FT ,54,MSW,60000,230
AQU,3/1/2019,5,600,D,FT ,45,CLM,43000,303
AQU,3/1/2019,6,600,D,FT ,45,MCL,35000,335
AQU,3/1/2019,7,800,D,FT ,54,AOC,64000,407
AQU,3/1/2019,8,600,D,FT ,45,CLM,46000,439
AQU,3/2/2019,1,650,D,GD ,38,MCL,35000,1251
AQU,3/2/2019,2,600,D,FT ,45,STR,55000,128
AQU,3/2/2019,3,600,D,FT ,45,CLM,42000,159
AQU,3/2/2019,4,550,D,FT ,52,MCL,35000,230
AQU,3/2/2019,5,600,D,FT ,45,CLM,28000,312
AQU,3/2/2019,6,550,D,FT ,52,MCL,35000,347
AQU,3/2/2019,7,600,D,FT ,45,ALW,64000,416
AQU,3/2/2019,8,1050,D,FT ,36,STK,100000,450
AQU,3/2/2019,9,800,D,FT ,54,CLM,25000,522
AQU,3/3/2019,1,600,D,FT ,48,MSW,68000,1250
AQU,3/3/2019,2,600,D,FT ,48,MCL,33000,125
AQU,3/3/2019,3,600,D,FT ,48,CLM,48000,156
AQU,3/3/2019,4,650,D,FT ,36,MCL,46000,229
AQU,3/3/2019,5,550,D,FT ,50,MSW,60000,258
AQU,3/3/2019,6,600,D,FT ,48,CLM,46000,327
AQU,3/3/2019,7,600,D,FT ,48,STR,55000,357
AQU,3/3/2019,8,700,D,FT ,45,ALW,70000,428
AQU,3/8/2019,1,550,D,FT ,45,MSW,68000,1250
AQU,3/8/2019,2,800,D,FT ,54,AOC,75000,125
AQU,3/8/2019,3,700,D,FT ,44,MCL,46000,200
AQU,3/8/2019,4,600,D,FT ,45,MCL,46000,229
AQU,3/8/2019,5,600,D,FT ,45,AOC,67000,304
AQU,3/8/2019,6,800,D,FT ,54,CLM,28000,338
AQU,3/8/2019,7,600,D,FT ,45,CLM,43000,412
AQU,3/8/2019,8,800,D,FT ,54,MCL,35000,444
AQU,3/9/2019,1,600,D,FT ,45,MSW,60000,1221
AQU,3/9/2019,2,800,D,FT ,52,CLM,36000,1252
AQU,3/9/2019,3,600,D,FT ,45,MCL,35000,125
AQU,3/9/2019,4,900,D,FT ,80,STR,60000,157
AQU,3/9/2019,5,800,D,FT ,54,ALW,64000,232
AQU,3/9/2019,6,650,D,FT ,32,CLM,28000,307
AQU,3/9/2019,7,650,D,FT ,32,CLM,52000,338
AQU,3/9/2019,8,600,D,FT ,45,STK,200000,409
AQU,3/9/2019,9,800,D,FT ,54,STK,150000,440
AQU,3/9/2019,10,800,D,FT ,54,STK,300000,511
AQU,3/9/2019,11,800,D,FT ,54,STK,250000,544
AQU,3/10/2019,1,800,D,SY ,54,MCL,46000,131
AQU,3/10/2019,2,800,D,SY ,54,CLM,28000,202
AQU,3/10/2019,3,700,D,SY ,45,AOC,70000,234
AQU,3/10/2019,4,800,D,SY ,54,CLM,32000,306
AQU,3/10/2019,5,600,D,SY ,50,WCL,40000,338
AQU,3/10/2019,6,800,D,SY ,54,MSW,68000,412
AQU,3/10/2019,7,700,D,SY ,45,ALW,70000,443
AQU,3/10/2019,8,800,D,SY ,54,STK,150000,519
AQU,3/10/2019,9,900,D,SY ,82,CLM,28000,551
AQU,3/15/2019,1,800,D,FT ,54,MCL,33000,130
AQU,3/15/2019,2,900,D,FT ,88,ALW,70000,205
AQU,3/15/2019,3,600,D,FT ,45,MSW,60000,240
AQU,3/15/2019,4,800,D,FT ,54,MSW,60000,316
AQU,3/15/2019,5,600,D,FT ,45,CLM,36000,349
AQU,3/15/2019,6,800,D,FT ,54,MCL,35000,422
AQU,3/15/2019,7,600,D,FT ,45,SOC,60000,452
AQU,3/15/2019,8,800,D,FT ,54,AOC,67000,524
AQU,3/15/2019,9,700,D,FT ,44,CLM,32000,555
AQU,3/16/2019,1,800,D,FT ,54,CLM,28000,130
AQU,3/16/2019,2,800,D,FT ,54,MSW,68000,203
AQU,3/16/2019,3,600,D,FT ,45,STK,100000,240
AQU,3/16/2019,4,800,D,FT ,54,CLM,36000,320
AQU,3/16/2019,5,800,D,FT ,54,MCL,35000,404
AQU,3/16/2019,6,700,D,FT ,44,CLM,28000,433
AQU,3/16/2019,7,600,D,FT ,45,CLM,50000,505
AQU,3/16/2019,8,650,D,FT ,38,AOC,64000,540
AQU,3/16/2019,9,700,D,FT ,44,CLM,28000,612
AQU,3/17/2019,1,800,D,FT ,54,STR,55000,130
AQU,3/17/2019,2,900,D,FT ,88,MCL,30000,207
AQU,3/17/2019,3,800,D,FT ,54,STK,100000,242
AQU,3/17/2019,4,700,D,FT ,44,MSW,68000,320
AQU,3/17/2019,5,900,D,FT ,82,AOC,64000,356
AQU,3/17/2019,6,600,D,FT ,40,MSW,60000,428
AQU,3/17/2019,7,600,D,FT ,40,CLM,28000,459
AQU,3/17/2019,8,600,D,FT ,40,AOC,67000,529
AQU,3/17/2019,9,650,D,FT ,30,MCL,35000,604
AQU,3/22/2019,1,650,D,SY ,36,CLM,36000,130
AQU,3/22/2019,2,800,D,SY ,54,MCL,46000,205
AQU,3/22/2019,3,800,D,SY ,54,CLM,46000,240
AQU,3/22/2019,4,600,D,SY ,48,MCL,46000,317
AQU,3/22/2019,5,800,D,SY ,54,CLM,37000,349
AQU,3/22/2019,6,600,D,SY ,45,MCL,46000,422
AQU,3/22/2019,7,600,D,SY ,45,CLM,36000,452
AQU,3/22/2019,8,600,D,SY ,45,AOC,75000,524
AQU,3/22/2019,9,650,D,SY ,36,MSW,60000,556
AQU,3/23/2019,1,800,D,FT ,54,CLM,24000,130
AQU,3/23/2019,2,700,D,FT ,44,CLM,28000,203
AQU,3/23/2019,3,800,D,FT ,54,MSW,60000,241
AQU,3/23/2019,4,550,D,FT ,52,MCL,35000,320
AQU,3/23/2019,5,800,D,FT ,54,CLM,24000,400
AQU,3/23/2019,6,550,D,FT ,52,MCL,35000,441
AQU,3/23/2019,7,600,D,FT ,45,CLM,37000,515
AQU,3/23/2019,8,600,D,FT ,45,STK,100000,545
AQU,3/23/2019,9,600,D,FT ,45,MCL,33000,615
AQU,3/24/2019,1,600,D,FT ,45,MCL,30000,130
AQU,3/24/2019,2,650,D,FT ,36,CLM,43000,205
AQU,3/24/2019,3,550,D,FT ,52,MSW,60000,241
AQU,3/24/2019,4,600,D,FT ,45,MCL,30000,321
AQU,3/24/2019,5,600,D,FT ,45,SOC,60000,356
AQU,3/24/2019,6,800,D,FT ,54,MSW,60000,430
AQU,3/24/2019,7,700,D,FT ,44,ALW,64000,503
AQU,3/24/2019,8,800,D,FT ,54,ALW,70000,536
AQU,3/24/2019,9,800,D,FT ,54,CLM,50000,607
AQU,3/29/2019,1,800,D,FT ,54,MSW,68000,130
AQU,3/29/2019,2,600,D,FT ,45,AOC,67000,205
AQU,3/29/2019,3,800,D,FT ,54,MCL,33000,240
AQU,3/29/2019,4,600,D,FT ,45,CLM,28000,317
AQU,3/29/2019,5,700,D,FT ,44,CLM,42000,351
AQU,3/29/2019,6,550,D,FT ,48,MCL,33000,422
AQU,3/29/2019,7,700,D,FT ,44,CLM,46000,452
AQU,3/29/2019,8,800,D,FT ,54,SOC,60000,523
AQU,3/29/2019,9,800,D,FT ,54,MCL,35000,555
AQU,3/30/2019,1,700,D,FT ,44,SST,45000,130
AQU,3/30/2019,2,600,D,FT ,45,SST,55000,203
AQU,3/30/2019,3,700,D,FT ,44,SST,45000,240
AQU,3/30/2019,4,650,D,FT ,30,SST,70000,317
AQU,3/30/2019,5,800,D,FT ,54,SST,60000,347
AQU,3/30/2019,6,600,D,FT ,45,SST,55000,418
AQU,3/30/2019,7,650,D,FT ,30,SST,75000,450
AQU,3/30/2019,8,800,D,FT ,54,SST,60000,521
AQU,3/30/2019,9,1100,D,FT ,32,SST,75000,552
AQU,3/30/2019,10,700,D,FT ,44,SST,80000,624
AQU,3/31/2019,1,600,D,GD ,45,CLM,32000,130
AQU,3/31/2019,2,600,D,GD ,45,MCL,33000,205
AQU,3/31/2019,3,600,D,GD ,45,ALW,70000,240
AQU,3/31/2019,4,600,D,GD ,45,MSW,60000,320
AQU,3/31/2019,5,800,D,GD ,54,CLM,28000,357
AQU,3/31/2019,6,600,D,GD ,45,MCL,46000,429
AQU,3/31/2019,7,600,D,GD ,45,STR,55000,501
AQU,3/31/2019,8,800,D,GD ,54,STK,100000,533
AQU,3/31/2019,9,600,D,GD ,45,AOC,64000,603
AQU,4/5/2019,1,800,D,FT ,54,SOC,60000,130
AQU,4/5/2019,2,600,D,FT ,48,MSW,70000,201
AQU,4/5/2019,3,650,D,FT ,36,CLM,38000,230
AQU,4/5/2019,4,650,D,FT ,36,MCL,30000,306
AQU,4/5/2019,5,650,D,FT ,36,ALW,66000,338
AQU,4/5/2019,6,800,O,FM ,64,CLM,44000,410
AQU,4/5/2019,7,800,D,FT ,54,AOC,70000,443
AQU,4/5/2019,8,700,D,FT ,44,STK,150000,516
AQU,4/5/2019,9,800,T,FM ,63,MSW,62000,549
AQU,4/6/2019,1,600,D,FT ,45,MSW,70000,100
AQU,4/6/2019,2,550,D,FT ,56,MSW,62000,133
AQU,4/6/2019,3,600,D,FT ,45,AOC,66000,202
AQU,4/6/2019,4,700,D,FT ,44,CLM,28000,234
AQU,4/6/2019,5,850,O,FM ,22,CLM,48000,307
AQU,4/6/2019,6,700,D,FT ,45,STK,250000,338
